Ville,Code Postal,Département,Latitude,Longitude,Distance_vélo,Temps_vélo,Temps_velo (minutes),Temps_transports,Temps_transports (minutes),Distance_transport,Ratio temps_en_transport/distance,Temps_voiture,Temps_voiture (minutes),Distance_auto,Temps_voiture_heure_de_pointe,Temps_voiture_heure_de_pointe (minutes),Distance heure de pointe,Ratio temps_en_voiture/distance,Difference tps de parcours Voiture/Transport,Difference tps de parcours heure de pointe Voiture/Transport
Montfermeil,93370,Seine_saint_Denis,48.8995052,2.5651535,10.8,36 mins,36,38 mins,38,14.2,2.676056338028169,20 mins,20,14.2,1 hour 13 mins,73,14.2,1.4084507042253522,18.0,-35.0
Montreuil,93100,Seine_saint_Denis,48.8638112,2.4484596,15.6,55 mins,55,41 mins,41,18.1,2.2651933701657456,21 mins,21,18.1,1 hour 18 mins,78,18.1,1.160220994475138,20.0,-37.0
Neuilly-Plaisance,93360,Seine_saint_Denis,48.865389,2.5116748,16.3,58 mins,58,35 mins,35,20.6,1.6990291262135921,23 mins,23,20.6,1 hour 25 mins,85,18.0,1.116504854368932,12.0,-50.0
Neuilly-sur-Marne,93330,Seine_saint_Denis,48.8569328,2.5287474,19.1,1 hour 7 mins,67,25 mins,25,19.3,1.2953367875647668,19 mins,19,19.3,1 hour 21 mins,81,19.3,0.9844559585492227,6.0,-56.0
Noisy-le-Grand,93160,Seine_saint_Denis,48.8485746,2.5525691,11.6,43 mins,43,38 mins,38,16.8,2.261904761904762,21 mins,21,16.8,1 hour 16 mins,76,16.8,1.25,17.0,-38.0
Noisy-le-Sec,93130,Seine_saint_Denis,48.8916583,2.4572566,8.0,32 mins,32,39 mins,39,7.5,5.2,18 mins,18,7.5,1 hour 8 mins,68,7.5,2.4,21.0,-29.0
Pantin,93500,Seine_saint_Denis,48.8978182,2.4071555,15.3,55 mins,55,22 mins,22,15.6,1.4102564102564104,27 mins,27,15.6,1 hour 50 mins,110,15.6,1.7307692307692308,-5.0,-88.0
Pierrefitte-sur-Seine,93380,Seine_saint_Denis,48.9681602,2.364237,10.3,39 mins,39,35 mins,35,14.1,2.4822695035460995,19 mins,19,14.1,1 hour 9 mins,69,8.6,1.3475177304964538,16.0,-34.0
Romainville,93230,Seine_saint_Denis,48.8858053,2.4348093,14.7,53 mins,53,35 mins,35,19.5,1.794871794871795,20 mins,20,19.5,1 hour 14 mins,74,13.0,1.0256410256410255,15.0,-39.0
Rosny-sous-Bois,93110,Seine_saint_Denis,48.878625,2.4866677,10.1,38 mins,38,32 mins,32,13.9,2.302158273381295,20 mins,20,13.9,1 hour 20 mins,80,16.4,1.4388489208633093,12.0,-48.0
Saint-Denis,93200,Seine_saint_Denis,48.9315895,2.3563082,7.3,31 mins,31,25 mins,25,7.3,3.4246575342465753,17 mins,17,7.3,59 mins,59,7.3,2.328767123287671,8.0,-34.0
Saint-Ouen-sur-Seine,93400,Seine_saint_Denis,48.91182509999999,2.3338131,19.1,1 hour 6 mins,66,45 mins,45,24.4,1.8442622950819674,28 mins,28,24.4,1 hour 51 mins,111,24.4,1.1475409836065575,17.0,-66.0
Sevran,93270,Seine_saint_Denis,48.93808629999999,2.5259788,14.7,53 mins,53,34 mins,34,14.9,2.2818791946308723,23 mins,23,14.9,1 hour 45 mins,105,14.9,1.5436241610738255,11.0,-71.0
Stains,93240,Seine_saint_Denis,48.9612039,2.3812163,25.5,1 hour 27 mins,87,1 hour 16 mins,76,33.7,2.2551928783382786,30 mins,30,33.7,1 hour 54 mins,114,33.7,0.890207715133531,46.0,-38.0
Tremblay-en-France,93290,Seine_saint_Denis,48.9798693,2.5571507,22.7,1 hour 18 mins,78,1 hour 45 mins,105,26.8,3.917910447761194,32 mins,32,26.8,1 hour 57 mins,117,26.8,1.1940298507462686,73.0,-12.0
Vaujours,93410,Seine_saint_Denis,48.9312551,2.5799205,15.5,56 mins,56,52 mins,52,18.7,2.7807486631016043,20 mins,20,18.7,1 hour 15 mins,75,14.3,1.0695187165775402,32.0,-23.0
Villemomble,93250,Seine_saint_Denis,48.8853891,2.5079541,22.1,1 hour 16 mins,76,1 hour 9 mins,69,33.8,2.0414201183431953,32 mins,32,33.8,1 hour 56 mins,116,33.8,0.9467455621301776,37.0,-47.0
Villepinte,93420,Seine_saint_Denis,48.9580782,2.5399505,15.3,54 mins,54,41 mins,41,15.4,2.6623376623376624,26 mins,26,15.4,1 hour 44 mins,104,15.4,1.6883116883116882,15.0,-63.0
Ableiges,95450,Val_d_Oise,49.08997290000001,1.9811494,45.5,2 hours 39 mins,159,1 hour 31 mins,91,44.8,2.03125,40 mins,40,44.8,2 hours 36 mins,156,44.8,0.8928571428571429,51.0,-65.0
Aincourt,95510,Val_d_Oise,49.07340139999999,1.7714851,59.3,3 hours 12 mins,192,nan,,72.7,,53 mins,53,72.7,2 hours 18 mins,138,72.7,0.7290233837689133,,
Ambleville,95420,Val_d_Oise,49.1509042,1.697071,70.6,3 hours 59 mins,239,nan,,65.0,,51 mins,51,65.0,2 hours 43 mins,163,65.0,0.7846153846153846,,
Amenucourt,95510,Val_d_Oise,49.1061889,1.6417801,70.4,4 hours 0 mins,240,nan,,73.2,,59 mins,59,73.2,2 hours 20 mins,140,83.7,0.8060109289617486,,
Andilly,95580,Val_d_Oise,49.006047,2.2975433,22.0,1 hour 16 mins,76,nan,,23.2,,31 mins,31,23.2,2 hours 3 mins,123,23.2,1.3362068965517242,,
Argenteuil,95100,Val_d_Oise,48.949229,2.2282612,15.5,57 mins,57,39 mins,39,20.2,1.9306930693069309,27 mins,27,20.2,1 hour 32 mins,92,20.2,1.3366336633663367,12.0,-53.0
Arnouville,95400,Val_d_Oise,48.9858851,2.4195659,18.0,1 hour 3 mins,63,30 mins,30,33.6,0.8928571428571428,31 mins,31,33.6,1 hour 54 mins,114,25.4,0.9226190476190476,-1.0,-84.0
Arronville,95810,Val_d_Oise,49.1822802,2.1142183,48.9,2 hours 46 mins,166,nan,,52.1,,49 mins,49,52.1,2 hours 38 mins,158,52.1,0.9404990403071017,,
Arthies,95420,Val_d_Oise,49.0945001,1.7884247,60.2,3 hours 21 mins,201,nan,,68.8,,53 mins,53,68.8,2 hours 14 mins,134,68.8,0.7703488372093024,,
Asnières-sur-Oise,95270,Val_d_Oise,49.1383111,2.3650003,37.6,2 hours 10 mins,130,nan,,57.2,,43 mins,43,57.2,2 hours 11 mins,131,57.2,0.7517482517482517,,
Attainville,95570,Val_d_Oise,49.057897,2.3455585,27.7,1 hour 33 mins,93,1 hour 9 mins,69,49.1,1.405295315682281,37 mins,37,49.1,2 hours 7 mins,127,49.1,0.7535641547861507,32.0,-58.0
Auvers-sur-Oise,95430,Val_d_Oise,49.070681,2.1707481,34.0,1 hour 58 mins,118,1 hour 17 mins,77,33.1,2.326283987915408,35 mins,35,33.1,2 hours 23 mins,143,33.1,1.0574018126888216,42.0,-66.0
Avernes,95450,Val_d_Oise,49.0867967,1.8722142,54.4,3 hours 6 mins,186,nan,,50.4,,45 mins,45,50.4,2 hours 18 mins,138,58.8,0.8928571428571429,,
Baillet-en-France,95560,Val_d_Oise,49.0583573,2.2955448,31.3,1 hour 44 mins,104,nan,,38.8,,36 mins,36,38.8,2 hours 28 mins,148,38.8,0.9278350515463918,,
Banthelu,95420,Val_d_Oise,49.1270221,1.8153537,59.5,3 hours 20 mins,200,nan,,56.0,,47 mins,47,56.0,2 hours 40 mins,160,56.0,0.8392857142857143,,
Beauchamp,95250,Val_d_Oise,49.01537889999999,2.1939836,26.4,1 hour 37 mins,97,56 mins,56,26.2,2.1374045801526718,31 mins,31,26.2,2 hours 12 mins,132,26.2,1.183206106870229,25.0,-76.0
Beaumont-sur-Oise,95260,Val_d_Oise,49.144761,2.305164,42.3,2 hours 23 mins,143,nan,,47.0,,45 mins,45,47.0,2 hours 39 mins,159,47.0,0.9574468085106383,,
Bellefontaine,95270,Val_d_Oise,49.09746,2.46603,34.1,2 hours 0 mins,120,nan,,47.0,,40 mins,40,47.0,2 hours 7 mins,127,47.0,0.851063829787234,,
Belloy-en-France,95270,Val_d_Oise,49.0939118,2.3715238,32.1,1 hour 45 mins,105,52 mins,52,49.5,1.0505050505050506,39 mins,39,49.5,2 hours 7 mins,127,49.5,0.7878787878787878,13.0,-75.0
Bernes-sur-Oise,95340,Val_d_Oise,49.1640481,2.3006628,44.8,2 hours 35 mins,155,nan,,52.1,,47 mins,47,52.1,2 hours 41 mins,161,52.1,0.9021113243761996,,
Berville,95810,Val_d_Oise,49.1902378,2.0716145,52.8,2 hours 58 mins,178,nan,,52.2,,50 mins,50,52.2,2 hours 37 mins,157,52.2,0.9578544061302682,,
Bessancourt,95550,Val_d_Oise,49.037831,2.21647,28.7,1 hour 37 mins,97,54 mins,54,27.8,1.9424460431654675,32 mins,32,27.8,2 hours 13 mins,133,27.8,1.1510791366906474,22.0,-79.0
Béthemont-la-Forêt,95840,Val_d_Oise,49.051243,2.249149,29.6,1 hour 43 mins,103,nan,,30.7,,36 mins,36,30.7,2 hours 17 mins,137,30.7,1.1726384364820848,,
Bezons,95870,Val_d_Oise,48.9267811,2.2123696,15.9,59 mins,59,42 mins,42,17.2,2.441860465116279,23 mins,23,17.2,1 hour 23 mins,83,17.2,1.3372093023255816,19.0,-41.0
Boisemont,95000,Val_d_Oise,49.0182197,2.0019294,39.1,2 hours 13 mins,133,nan,,44.2,,44 mins,44,44.2,2 hours 18 mins,138,56.8,0.9954751131221719,,
Boissy-l'Aillerie,95650,Val_d_Oise,49.08394819999999,2.0319492,43.0,2 hours 30 mins,150,1 hour 3 mins,63,42.3,1.4893617021276597,43 mins,43,42.3,2 hours 30 mins,150,42.3,1.0165484633569741,20.0,-87.0
Bonneuil-en-France,95500,Val_d_Oise,48.9743313,2.4313633,17.0,1 hour 0 mins,60,1 hour 1 min,61,30.5,2.0,28 mins,28,30.5,1 hour 52 mins,112,30.5,0.9180327868852459,33.0,-51.0
Bouffémont,95570,Val_d_Oise,49.043687,2.3078651,28.2,1 hour 35 mins,95,42 mins,42,41.9,1.0023866348448687,41 mins,41,41.9,2 hours 14 mins,134,37.9,0.9785202863961814,1.0,-92.0
Bouqueval,95720,Val_d_Oise,49.024477,2.424494,25.0,1 hour 26 mins,86,nan,,36.7,,35 mins,35,36.7,2 hours 1 min,121,36.7,0.9536784741144413,,
Bray-et-Lû,95710,Val_d_Oise,49.1393988,1.6611773,71.5,4 hours 0 mins,240,nan,,68.1,,55 mins,55,68.1,2 hours 26 mins,146,83.2,0.8076358296622614,,
Bréançon,95640,Val_d_Oise,49.14254640000001,2.0203944,48.2,2 hours 43 mins,163,nan,,46.7,,44 mins,44,46.7,2 hours 32 mins,152,46.7,0.9421841541755888,,
Brignancourt,95640,Val_d_Oise,49.1373779,1.9433783,52.1,3 hours 1 min,181,nan,,51.1,,47 mins,47,51.1,2 hours 36 mins,156,51.1,0.9197651663405088,,
Bruyères-sur-Oise,95820,Val_d_Oise,49.1652689,2.3303226,43.2,2 hours 30 mins,150,1 hour 46 mins,106,52.5,2.019047619047619,48 mins,48,52.5,2 hours 41 mins,161,52.5,0.9142857142857143,58.0,-55.0
Buhy,95770,Val_d_Oise,49.1930111,1.6923417,72.2,4 hours 5 mins,245,nan,,67.7,,53 mins,53,67.7,2 hours 44 mins,164,67.7,0.7828655834564253,,
Butry-sur-Oise,95430,Val_d_Oise,49.0849391,2.1957452,36.1,2 hours 5 mins,125,59 mins,59,36.3,1.62534435261708,38 mins,38,36.3,2 hours 30 mins,150,36.3,1.0468319559228652,21.0,-91.0
Cergy,95000,Val_d_Oise,49.0314464,2.0581368,37.3,2 hours 10 mins,130,2 hours 8 mins,128,34.4,3.7209302325581395,36 mins,36,34.4,2 hours 20 mins,140,34.4,1.0465116279069768,92.0,-12.0
Champagne-sur-Oise,95660,Val_d_Oise,49.1459543,2.2265592,43.0,2 hours 25 mins,145,nan,,45.8,,46 mins,46,45.8,2 hours 37 mins,157,45.8,1.0043668122270744,,
Charmont,95420,Val_d_Oise,49.1353062,1.7899619,62.2,3 hours 29 mins,209,nan,,59.2,,47 mins,47,59.2,2 hours 24 mins,144,79.7,0.7939189189189189,,
Chars,95750,Val_d_Oise,49.1571177,1.9265366,57.0,3 hours 15 mins,195,1 hour 30 mins,90,58.2,1.5463917525773194,49 mins,49,58.2,2 hours 39 mins,159,53.3,0.8419243986254296,41.0,-69.0
Châtenay-en-France,95190,Val_d_Oise,49.0676557,2.4585261,30.4,1 hour 42 mins,102,nan,,46.4,,38 mins,38,46.4,2 hours 5 mins,125,46.4,0.8189655172413793,,
Chaumontel,95270,Val_d_Oise,49.1299382,2.4344331,38.7,2 hours 13 mins,133,nan,,53.0,,41 mins,41,53.0,2 hours 10 mins,130,53.0,0.7735849056603774,,
Chaussy,95710,Val_d_Oise,49.1219728,1.6930485,68.1,3 hours 48 mins,228,nan,,66.3,,55 mins,55,66.3,2 hours 24 mins,144,79.8,0.8295625942684767,,
Chauvry,95560,Val_d_Oise,49.0556,2.2694549,29.6,1 hour 45 mins,105,nan,,36.4,,37 mins,37,36.4,2 hours 21 mins,141,36.4,1.0164835164835164,,
Chennevières-lès-Louvres,95380,Val_d_Oise,49.0450557,2.5515678,35.9,1 hour 58 mins,118,nan,,37.4,,33 mins,33,37.4,2 hours 0 mins,120,37.4,0.8823529411764707,,
Chérence,95510,Val_d_Oise,49.091046,1.6782272,66.8,3 hours 41 mins,221,nan,,76.8,,58 mins,58,76.8,2 hours 20 mins,140,76.8,0.7552083333333334,,
Cléry-en-Vexin,95420,Val_d_Oise,49.1331019,1.8537061,57.7,3 hours 13 mins,193,nan,,55.0,,46 mins,46,55.0,2 hours 40 mins,160,55.0,0.8363636363636363,,
Commeny,95450,Val_d_Oise,49.1269319,1.887494,54.8,3 hours 6 mins,186,nan,,52.1,,43 mins,43,52.1,2 hours 38 mins,158,52.1,0.8253358925143953,,
Condécourt,95450,Val_d_Oise,49.0396575,1.9411035,46.4,2 hours 43 mins,163,nan,,46.5,,42 mins,42,46.5,2 hours 7 mins,127,46.5,0.9032258064516129,,
Cormeilles-en-Parisis,95240,Val_d_Oise,48.9747356,2.202697,21.5,1 hour 15 mins,75,45 mins,45,24.0,1.875,31 mins,31,24.0,2 hours 12 mins,132,24.0,1.2916666666666667,14.0,-87.0
Cormeilles-en-Vexin,95830,Val_d_Oise,49.1163757,2.022351,46.4,2 hours 39 mins,159,nan,,43.0,,40 mins,40,43.0,2 hours 28 mins,148,43.0,0.9302325581395349,,
Courcelles-sur-Viosne,95650,Val_d_Oise,49.0777558,2.0043646,43.0,2 hours 31 mins,151,1 hour 8 mins,68,40.8,1.6666666666666667,39 mins,39,40.8,2 hours 30 mins,150,40.8,0.9558823529411765,29.0,-82.0
Courdimanche,95800,Val_d_Oise,49.0350433,2.0011677,40.3,2 hours 17 mins,137,nan,,43.3,,41 mins,41,43.3,2 hours 33 mins,153,43.3,0.9468822170900694,,
Deuil-la-Barre,95170,Val_d_Oise,48.9758015,2.3271993,18.1,1 hour 4 mins,64,37 mins,37,16.3,2.2699386503067482,30 mins,30,16.3,1 hour 51 mins,111,16.3,1.840490797546012,7.0,-74.0
Domont,95330,Val_d_Oise,49.033006,2.318053,25.7,1 hour 27 mins,87,58 mins,58,28.1,2.0640569395017794,39 mins,39,28.1,2 hours 14 mins,134,28.1,1.387900355871886,19.0,-76.0
Eaubonne,95600,Val_d_Oise,48.9910918,2.2792112,20.9,1 hour 12 mins,72,49 mins,49,21.5,2.2790697674418605,30 mins,30,21.5,1 hour 58 mins,118,21.5,1.3953488372093024,19.0,-69.0
Écouen,95440,Val_d_Oise,49.0217492,2.3864271,21.7,1 hour 17 mins,77,1 hour 13 mins,73,40.2,1.81592039800995,38 mins,38,40.2,2 hours 7 mins,127,40.2,0.9452736318407959,35.0,-54.0
Enghien-les-Bains,95880,Val_d_Oise,48.9705318,2.3061804,17.9,1 hour 3 mins,63,31 mins,31,21.2,1.4622641509433962,29 mins,29,21.2,1 hour 55 mins,115,21.2,1.3679245283018868,2.0,-84.0
Ennery,95300,Val_d_Oise,49.0801506,2.1087,37.8,2 hours 8 mins,128,nan,,40.2,,38 mins,38,40.2,2 hours 23 mins,143,40.2,0.9452736318407959,,
Épiais-lès-Louvres,95380,Val_d_Oise,49.0317525,2.5563218,33.7,1 hour 51 mins,111,nan,,35.3,,31 mins,31,35.3,1 hour 56 mins,116,35.3,0.878186968838527,,
Épiais-Rhus,95810,Val_d_Oise,49.12367279999999,2.0644864,44.0,2 hours 28 mins,148,nan,,43.8,,42 mins,42,43.8,2 hours 28 mins,148,43.8,0.9589041095890412,,
Épinay-Champlâtreux,95270,Val_d_Oise,49.0852824,2.4142001,32.6,1 hour 47 mins,107,nan,,47.5,,36 mins,36,47.5,2 hours 4 mins,124,47.5,0.7578947368421053,,
Éragny,95610,Val_d_Oise,49.017228,2.103931,30.7,1 hour 47 mins,107,1 hour 7 mins,67,32.2,2.0807453416149064,33 mins,33,32.2,2 hours 17 mins,137,32.2,1.0248447204968942,34.0,-70.0
Ermont,95120,Val_d_Oise,48.988998,2.2586026,20.5,1 hour 15 mins,75,41 mins,41,21.4,1.9158878504672898,28 mins,28,21.4,2 hours 8 mins,128,21.4,1.3084112149532712,13.0,-87.0
Ézanville,95460,Val_d_Oise,49.0422681,2.3659767,25.2,1 hour 25 mins,85,1 hour 11 mins,71,41.8,1.6985645933014355,46 mins,46,41.8,2 hours 11 mins,131,41.8,1.1004784688995215,25.0,-60.0
Fontenay-en-Parisis,95190,Val_d_Oise,49.0529956,2.4513279,28.5,1 hour 37 mins,97,nan,,42.8,,34 mins,34,42.8,2 hours 0 mins,120,42.8,0.7943925233644861,,
Fosses,95470,Val_d_Oise,49.0986667,2.515856,37.4,2 hours 6 mins,126,46 mins,46,43.9,1.0478359908883828,36 mins,36,43.9,2 hours 4 mins,124,43.9,0.8200455580865604,10.0,-78.0
Franconville,95130,Val_d_Oise,48.98597729999999,2.2296087,21.3,1 hour 19 mins,79,51 mins,51,20.4,2.5,27 mins,27,20.4,2 hours 6 mins,126,20.4,1.323529411764706,24.0,-75.0
Frémainville,95450,Val_d_Oise,49.06604859999999,1.866925,53.5,2 hours 58 mins,178,nan,,51.9,,46 mins,46,51.9,2 hours 10 mins,130,49.6,0.8863198458574182,,
Frémécourt,95830,Val_d_Oise,49.1145573,2.0159258,46.8,2 hours 40 mins,160,nan,,43.5,,41 mins,41,43.5,2 hours 30 mins,150,43.5,0.9425287356321839,,
Frépillon,95740,Val_d_Oise,49.0531111,2.2054007,31.2,1 hour 46 mins,106,1 hour 3 mins,63,31.0,2.032258064516129,33 mins,33,31.0,2 hours 15 mins,135,31.0,1.064516129032258,30.0,-72.0
Frouville,95690,Val_d_Oise,49.1488278,2.1503612,44.6,2 hours 33 mins,153,nan,,47.5,,46 mins,46,47.5,2 hours 34 mins,154,47.5,0.968421052631579,,
Garges-lès-Gonesse,95140,Val_d_Oise,48.9717347,2.4011149,16.0,57 mins,57,40 mins,40,23.4,1.7094017094017095,29 mins,29,23.4,1 hour 49 mins,109,23.4,1.2393162393162394,11.0,-69.0
Genainville,95420,Val_d_Oise,49.1255033,1.7542337,65.0,3 hours 42 mins,222,nan,,62.2,,51 mins,51,62.2,2 hours 42 mins,162,62.2,0.8199356913183279,,
Génicourt,95650,Val_d_Oise,49.0889084,2.065619,40.4,2 hours 19 mins,139,nan,,38.8,,38 mins,38,38.8,2 hours 21 mins,141,38.8,0.9793814432989691,,
Gonesse,95500,Val_d_Oise,48.9864731,2.4497695,19.2,1 hour 7 mins,67,1 hour 8 mins,68,30.1,2.2591362126245844,27 mins,27,30.1,1 hour 51 mins,111,30.1,0.8970099667774086,41.0,-43.0
Goussainville,95190,Val_d_Oise,49.0529956,2.4513279,28.5,1 hour 37 mins,97,nan,,42.8,,34 mins,34,42.8,2 hours 0 mins,120,42.8,0.7943925233644861,,
Gouzangrez,95450,Val_d_Oise,49.1145669,1.9076293,52.4,2 hours 58 mins,178,nan,,50.8,,45 mins,45,50.8,2 hours 39 mins,159,50.8,0.8858267716535434,,
Grisy-les-Plâtres,95810,Val_d_Oise,49.1307084,2.0507579,45.5,2 hours 34 mins,154,nan,,44.1,,43 mins,43,44.1,2 hours 29 mins,149,44.1,0.9750566893424036,,
Groslay,95410,Val_d_Oise,48.9844332,2.3523791,18.1,1 hour 4 mins,64,31 mins,31,18.2,1.7032967032967035,30 mins,30,18.2,2 hours 0 mins,120,18.2,1.6483516483516485,1.0,-89.0
Guiry-en-Vexin,95450,Val_d_Oise,49.115574,1.8536211,56.3,3 hours 9 mins,189,nan,,53.1,,45 mins,45,53.1,2 hours 39 mins,159,53.1,0.847457627118644,,
Haravilliers,95640,Val_d_Oise,49.173329,2.0548657,52.1,2 hours 54 mins,174,nan,,49.5,,49 mins,49,49.5,2 hours 36 mins,156,49.5,0.98989898989899,,
Haute-Isle,95780,Val_d_Oise,49.0866979,1.6419114,68.9,3 hours 48 mins,228,nan,,79.1,,59 mins,59,79.1,2 hours 20 mins,140,79.1,0.7458912768647282,,
Hédouville,95690,Val_d_Oise,49.1551096,2.1687128,45.6,2 hours 39 mins,159,nan,,49.4,,51 mins,51,49.4,2 hours 37 mins,157,49.4,1.0323886639676114,,
Herblay-sur-Seine,95220,Val_d_Oise,48.9900627,2.1657047,24.4,1 hour 26 mins,86,40 mins,40,24.9,1.606425702811245,31 mins,31,24.9,2 hours 11 mins,131,24.9,1.244979919678715,9.0,-91.0
Hérouville-en-Vexin,95300,Val_d_Oise,49.1001577,2.1292052,38.9,2 hours 11 mins,131,nan,,42.7,,42 mins,42,42.7,2 hours 29 mins,149,42.7,0.9836065573770492,,
Hodent,95420,Val_d_Oise,49.145132,1.7676057,64.8,3 hours 39 mins,219,nan,,59.6,,47 mins,47,59.6,2 hours 41 mins,161,59.6,0.7885906040268457,,
Jagny-sous-Bois,95850,Val_d_Oise,49.0713137,2.4245301,31.2,1 hour 43 mins,103,nan,,46.0,,38 mins,38,46.0,2 hours 4 mins,124,46.0,0.8260869565217391,,
Jouy-le-Moutier,95280,Val_d_Oise,49.0082621,2.0361253,35.5,2 hours 3 mins,123,nan,,38.9,,41 mins,41,38.9,1 hour 58 mins,118,44.0,1.0539845758354756,,
L'Isle-Adam,95290,Val_d_Oise,49.110506,2.2410204,39.8,2 hours 18 mins,138,nan,,42.3,,42 mins,42,42.3,2 hours 34 mins,154,42.3,0.9929078014184398,,
La Chapelle-en-Vexin,95420,Val_d_Oise,49.1830946,1.7319977,68.7,3 hours 52 mins,232,nan,,63.5,,49 mins,49,63.5,2 hours 41 mins,161,63.5,0.7716535433070866,,
La Frette-sur-Seine,95530,Val_d_Oise,48.9798954,2.1786609,22.8,1 hour 19 mins,79,37 mins,37,25.2,1.4682539682539684,30 mins,30,25.2,2 hours 13 mins,133,25.2,1.1904761904761905,7.0,-96.0
La Roche-Guyon,95780,Val_d_Oise,49.0866979,1.6419114,68.9,3 hours 48 mins,228,nan,,79.1,,59 mins,59,79.1,2 hours 20 mins,140,79.1,0.7458912768647282,,
Labbeville,95690,Val_d_Oise,49.1356083,2.144049,42.8,2 hours 29 mins,149,nan,,45.6,,43 mins,43,45.6,2 hours 32 mins,152,45.6,0.9429824561403508,,
Lassy,95270,Val_d_Oise,49.0967316,2.4448808,34.2,1 hour 57 mins,117,nan,,48.4,,40 mins,40,48.4,2 hours 6 mins,126,48.4,0.8264462809917356,,
Le Bellay-en-Vexin,95750,Val_d_Oise,49.15086660000001,1.8887201,57.3,3 hours 14 mins,194,nan,,54.9,,46 mins,46,54.9,2 hours 40 mins,160,54.9,0.8378870673952641,,
Le Heaulme,95640,Val_d_Oise,49.167264,2.0004286,52.6,3 hours 1 min,181,nan,,50.5,,49 mins,49,50.5,2 hours 37 mins,157,50.5,0.9702970297029703,,
Le Mesnil-Aubry,95720,Val_d_Oise,49.0526578,2.3948749,26.7,1 hour 28 mins,88,nan,,46.9,,38 mins,38,46.9,2 hours 4 mins,124,46.9,0.8102345415778252,,
Le Perchay,95450,Val_d_Oise,49.110264,1.9327491,51.5,2 hours 56 mins,176,nan,,50.1,,44 mins,44,50.1,2 hours 39 mins,159,50.1,0.8782435129740519,,
Le Plessis-Bouchard,95130,Val_d_Oise,49.0037688,2.2342555,25.6,1 hour 28 mins,88,55 mins,55,22.1,2.48868778280543,28 mins,28,22.1,2 hours 7 mins,127,22.1,1.2669683257918551,27.0,-72.0
Le Plessis-Gassot,95720,Val_d_Oise,49.0340983,2.4137934,25.7,1 hour 27 mins,87,nan,,44.1,,36 mins,36,44.1,2 hours 3 mins,123,37.6,0.8163265306122449,,
Le Plessis-Luzarches,95270,Val_d_Oise,49.0958789,2.4537169,33.7,1 hour 56 mins,116,nan,,44.1,,40 mins,40,44.1,2 hours 7 mins,127,48.8,0.9070294784580498,,
Le Thillay,95500,Val_d_Oise,49.006938,2.4685191,22.6,1 hour 19 mins,79,nan,,32.6,,29 mins,29,32.6,1 hour 52 mins,112,32.6,0.8895705521472392,,
Livilliers,95300,Val_d_Oise,49.1007329,2.0934919,40.6,2 hours 19 mins,139,nan,,40.6,,40 mins,40,40.6,2 hours 25 mins,145,40.6,0.9852216748768473,,
Longuesse,95450,Val_d_Oise,49.0621434,1.926139,48.8,2 hours 49 mins,169,nan,,45.8,,42 mins,42,45.8,2 hours 18 mins,138,56.2,0.9170305676855895,,
Louvres,95380,Val_d_Oise,49.0441137,2.5085291,35.0,1 hour 58 mins,118,54 mins,54,36.7,1.4713896457765667,31 mins,31,36.7,1 hour 58 mins,118,36.7,0.8446866485013623,23.0,-64.0
Luzarches,95270,Val_d_Oise,49.1179324,2.3668802,35.0,1 hour 58 mins,118,1 hour 4 mins,64,52.6,1.2167300380228137,42 mins,42,52.6,2 hours 10 mins,130,52.6,0.7984790874524714,22.0,-66.0
Maffliers,95560,Val_d_Oise,49.07745999999999,2.3072223,33.3,1 hour 49 mins,109,nan,,53.3,,41 mins,41,53.3,2 hours 16 mins,136,53.3,0.7692307692307693,,
Magny-en-Vexin,95420,Val_d_Oise,49.15177740000001,1.7875363,63.5,3 hours 33 mins,213,nan,,58.1,,46 mins,46,58.1,2 hours 41 mins,161,58.1,0.7917383820998278,,
Mareil-en-France,95850,Val_d_Oise,49.0692805,2.4255383,30.8,1 hour 41 mins,101,nan,,44.9,,37 mins,37,44.9,2 hours 4 mins,124,44.9,0.8240534521158129,,
Margency,95580,Val_d_Oise,49.0022092,2.288362,21.9,1 hour 15 mins,75,nan,,22.5,,32 mins,32,22.5,2 hours 8 mins,128,22.5,1.4222222222222223,,
Marines,95640,Val_d_Oise,49.1451456,1.9826147,52.0,3 hours 0 mins,180,nan,,49.2,,46 mins,46,49.2,2 hours 35 mins,155,49.2,0.9349593495934959,,
Marly-la-Ville,95670,Val_d_Oise,49.0800002,2.5050007,34.6,1 hour 54 mins,114,nan,,42.6,,37 mins,37,42.6,2 hours 5 mins,125,44.6,0.8685446009389671,,
Maudétour-en-Vexin,95420,Val_d_Oise,49.0998466,1.7759735,61.4,3 hours 26 mins,206,nan,,64.3,,52 mins,52,64.3,2 hours 20 mins,140,77.0,0.8087091757387248,,
Menouville,95810,Val_d_Oise,49.1495322,2.1101831,45.5,2 hours 35 mins,155,nan,,47.9,,46 mins,46,47.9,2 hours 36 mins,156,47.9,0.9603340292275574,,
Menucourt,95180,Val_d_Oise,49.0245848,1.9837584,41.7,2 hours 24 mins,144,nan,,43.4,,41 mins,41,43.4,2 hours 18 mins,138,54.9,0.9447004608294931,,
Mériel,95630,Val_d_Oise,49.0758508,2.2096724,34.7,2 hours 1 min,121,1 hour 5 mins,65,33.8,1.9230769230769231,35 mins,35,33.8,2 hours 19 mins,139,33.8,1.0355029585798818,30.0,-74.0
